,type,policy_path,val_loss,bug_loss,instances,max_coverage,min_coverage,avg_coverage,best_plan_quality,plans_directory,train,validation,rounds,seeds,logdir,policy,train_indices,val_indices,runs,max_epochs,loss,update_interval,aggregation,size,iterations,readout,batch_size,gpus,num_workers,loss_constants,learning_rate,suboptimal_factor,l1,weight_decay,gradient_accumulation,max_samples_per_file,max_samples,patience,gradient_clip,profiler,validation_frequency,verbose,verify_datasets,logname,save_top_k,resume,d_model,d_ff,n_heads,n_layers,drop,domain,augment,cpu,cycles,debug_level,ignore_unsolvable,logfile,max_length,print_trace,registry_filename,registry_key,spanner
0,trained,/home/s8namuel/gnn/blocks_iter2/trained/best/epoch=261-step=36942-validation_loss=0.33752909302711487.ckpt,0.33752909302711487,,20,20,19,19.6,68.5,/home/s8namuel/gnn/blocks_iter2/plans_trained/version_7,data/states/train/blocks/blocks,data/states/validation/blocks/blocks,3,2,/home/s8namuel/gnn/blocks_iter2,,,,10,,selfsupervised_suboptimal,-1,max,64,2,False,64,1,0,,0.0002,2.0,0.0,0.0,1,1000,,50,0.1,,1,False,False,,5,,128,128,4,4,0.1,blocks,False,True,avoid,0,True,log_plan.txt,500,True,../derived_predicates/registry_rules.json,,False
