,type,policy_path,val_loss,bug_loss,instances,max_coverage,min_coverage,avg_coverage,best_plan_quality,plans_directory,train,validation,rounds,seeds,logdir,policy,train_indices,val_indices,runs,max_epochs,loss,update_interval,aggregation,size,iterations,readout,batch_size,gpus,num_workers,loss_constants,learning_rate,suboptimal_factor,l1,weight_decay,gradient_accumulation,max_samples_per_file,max_samples,patience,gradient_clip,profiler,validation_frequency,verbose,verify_datasets,logname,save_top_k,resume,d_model,d_ff,n_heads,n_layers,drop,domain,augment,cpu,cycles,debug_level,ignore_unsolvable,logfile,max_length,print_trace,registry_filename,registry_key,spanner
0,trained,/home/s8namuel/gnn/delivery_iter2/trained/best/epoch=194-step=35685-validation_loss=0.07902069389820099.ckpt,0.07902069389820099,,15,13,10,10.8,33.61538461538461,/home/s8namuel/gnn/delivery_iter2/plans_trained/version_7,data/states/train/delivery/delivery,data/states/validation/delivery/delivery,3,2,/home/s8namuel/gnn/delivery_iter2,,,,10,,selfsupervised_suboptimal,-1,max,64,2,False,64,1,0,,0.0002,2.0,0.0,0.0,1,1000,,50,0.1,,1,False,False,,5,,64,64,2,2,0.1,delivery,False,True,avoid,0,True,log_plan.txt,500,True,../derived_predicates/registry_rules.json,,False
